,Month,Climate,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday
2901,7,Warm temperate,12.6,20.5,0.8,3.2,1.8,ENE,15.0,E,NNE,2.0,6.0,91.0,70.0,1024.2,1021.7,7.0,7.0,14.4,20.1,no
2902,4,Mild temperate,6.4,24.0,0.4,3.6,4.3,N,56.0,NNE,N,28.0,33.0,72.0,38.0,1016.2,1009.9,7.0,2.0,11.6,22.9,no
2903,6,Cool temperate,1.3,12.1,1.4,,,SSE,50.0,S,SSE,17.0,24.0,100.0,82.0,1033.4,1032.8,5.0,8.0,7.3,10.7,yes
2904,7,Cool temperate,2.7,9.5,0.0,,,N,80.0,NNE,N,44.0,46.0,81.0,99.0,1017.5,1012.3,8.0,7.0,8.4,8.4,no
2905,1,Cool temperate,15.3,32.0,0.0,9.0,,,,SSE,,7.0,,,,,,7.0,,23.5,,no
2906,8,Warm temperate,9.2,14.3,0.0,,,SE,48.0,SE,SSE,17.0,19.0,64.0,42.0,1024.7,1024.1,,,9.9,13.4,no
2907,11,Cool temperate,16.1,22.0,0.0,,,S,35.0,NNE,S,7.0,20.0,78.0,80.0,1017.6,1017.7,,,20.8,21.3,no
2908,5,Hot dry summer cool winter,7.5,17.3,0.2,1.6,,WSW,31.0,SSW,WSW,13.0,17.0,72.0,48.0,1023.1,1020.4,,,12.2,17.0,no
2909,12,Warm temperate,19.6,24.6,5.4,,,,,,,0.0,0.0,95.0,83.0,,,8.0,8.0,22.0,23.5,yes
2910,7,High humidity summer warm winter,18.8,33.6,0.0,8.2,11.0,E,44.0,SE,WNW,19.0,24.0,34.0,37.0,1014.3,1010.0,1.0,1.0,22.8,31.1,no
2911,2,Mild temperate,15.2,18.1,0.4,2.4,7.2,SE,33.0,SSE,SE,13.0,17.0,86.0,74.0,1011.7,1012.0,7.0,8.0,15.6,17.1,no
2912,7,Warm temperate,12.5,21.7,2.4,1.2,5.8,WSW,26.0,NNE,WSW,9.0,17.0,94.0,68.0,1022.9,1021.4,5.0,3.0,15.5,20.6,yes
2913,12,Mild temperate,6.8,16.8,0.6,4.4,7.1,SW,44.0,SW,S,26.0,26.0,57.0,60.0,1023.8,1025.3,1.0,7.0,14.0,14.0,no
2914,8,Hot dry summer cool winter,6.8,19.3,0.2,,,WNW,35.0,WNW,NW,13.0,17.0,80.0,42.0,,,,,13.0,19.1,no
2915,10,Warm temperate,11.9,19.9,1.8,3.4,6.7,NE,39.0,N,NNE,9.0,20.0,85.0,50.0,1025.1,1019.6,7.0,7.0,14.3,19.1,yes
2916,5,Hot dry summer cool winter,6.5,16.1,0.0,1.6,1.4,SSW,17.0,NE,SW,4.0,7.0,99.0,60.0,1023.1,1019.9,6.0,7.0,9.6,15.5,no
2917,6,Mild temperate,5.2,15.5,0.2,0.2,2.1,WNW,39.0,,,0.0,0.0,99.0,78.0,1027.2,1024.9,,,6.6,14.9,no
2918,12,Cool temperate,14.0,34.6,0.0,,,W,33.0,ENE,W,9.0,19.0,40.0,19.0,1014.7,1012.0,,2.0,24.0,32.1,no
2919,7,Warm temperate,9.4,17.7,0.0,2.0,2.1,WNW,35.0,NW,E,13.0,6.0,74.0,57.0,1023.7,1021.1,6.0,7.0,12.3,16.5,no
2920,2,Cool temperate,12.0,22.1,11.0,,,SSW,39.0,SSE,WNW,7.0,20.0,96.0,58.0,1002.9,1001.2,8.0,2.0,14.0,20.1,yes
2921,3,Hot dry summer cool winter,10.7,32.2,0.0,,,N,33.0,NNE,ENE,20.0,13.0,47.0,21.0,,,,,21.5,31.4,no
2922,7,Mild temperate,11.9,19.1,0.0,2.6,6.5,NW,59.0,N,NNW,22.0,30.0,65.0,54.0,1012.6,1010.0,5.0,,14.7,17.9,no
2923,1,Cool temperate,15.2,41.7,0.0,10.2,,NW,57.0,ESE,NW,7.0,31.0,26.0,5.0,1007.2,1004.0,0.0,4.0,26.8,39.9,no
2924,9,Mild temperate,6.5,15.7,21.8,6.0,1.2,,,WSW,WSW,39.0,17.0,81.0,73.0,1021.0,1021.9,7.0,8.0,11.4,12.5,yes
2925,3,Warm temperate,17.0,31.7,0.0,,,SSE,31.0,ENE,E,20.0,13.0,50.0,30.0,,,,,22.8,30.6,no
2926,1,Hot dry summer cool winter,15.8,34.1,0.0,13.6,13.7,S,33.0,SE,S,19.0,19.0,55.0,17.0,1016.9,1014.8,1.0,3.0,19.4,31.3,no
2927,5,Cool temperate,5.9,15.9,2.4,,,SE,15.0,E,NW,4.0,4.0,95.0,85.0,,,8.0,8.0,10.9,15.8,yes
2928,9,Warm temperate,13.3,21.6,0.0,,4.9,WSW,28.0,WSW,W,9.0,17.0,66.0,53.0,1021.2,1020.5,7.0,8.0,16.9,19.1,no
2929,4,Cool temperate,6.1,10.9,35.4,,,NW,24.0,WNW,NW,13.0,9.0,99.0,,,,,,9.1,,yes
2930,5,Warm temperate,7.5,19.6,0.0,,0.5,E,30.0,E,ESE,20.0,19.0,77.0,50.0,1028.6,1024.9,5.0,6.0,14.4,18.9,no
2931,5,Hot dry summer cool winter,3.3,19.1,0.0,1.4,7.8,N,20.0,E,ENE,7.0,6.0,100.0,52.0,1025.9,1022.9,1.0,6.0,6.2,18.6,no
2932,11,Mild temperate,12.3,27.3,0.0,9.8,12.0,S,26.0,SSW,SSE,11.0,13.0,67.0,30.0,1013.8,1010.9,3.0,5.0,16.3,25.1,no
2933,10,Warm temperate,13.9,17.9,2.2,,,NNE,44.0,NNE,NNE,17.0,11.0,88.0,88.0,1031.2,1028.6,8.0,8.0,14.8,15.5,yes
2934,11,Cool temperate,15.9,27.4,0.0,,,NE,33.0,NW,ENE,6.0,17.0,69.0,64.0,1014.9,1009.7,,,21.0,24.6,no
2935,6,Warm temperate,12.5,21.7,0.1,,,,,,NE,0.0,4.0,93.0,66.0,,,7.0,6.0,15.7,20.8,no
2936,6,High humidity summer warm winter,15.0,31.5,0.0,6.4,,E,44.0,ESE,E,13.0,22.0,60.0,40.0,1015.7,1011.5,5.0,7.0,23.3,31.5,no
2937,6,Warm humid summer mild winter,15.8,22.1,6.0,0.6,1.3,ESE,33.0,ESE,SE,2.0,13.0,92.0,57.0,1026.1,1022.9,7.0,7.0,17.3,20.6,yes
2938,8,Cool temperate,10.0,18.5,0.0,,,SSW,28.0,WNW,SSW,7.0,19.0,61.0,63.0,1027.4,1027.0,,,14.0,17.5,no
2939,2,Warm temperate,22.0,30.0,0.2,,,,,,,0.0,,84.0,,,,7.0,,26.0,,no
2940,1,Warm temperate,14.7,28.3,0.0,,,SSE,44.0,SSW,SSE,20.0,28.0,64.0,51.0,1015.5,1015.2,,,23.6,25.9,no
2941,8,High humidity summer warm winter,14.6,34.1,0.0,8.0,,NE,46.0,SE,NE,11.0,11.0,45.0,,1017.0,1012.1,0.0,,24.5,,no
2942,7,Warm temperate,-0.5,16.6,0.0,1.0,7.7,ENE,19.0,NE,SSE,13.0,9.0,70.0,42.0,1027.8,1024.9,2.0,7.0,8.7,16.2,no
2943,2,Mild temperate,15.8,23.1,28.0,0.6,8.3,W,48.0,WSW,W,13.0,33.0,87.0,48.0,1011.7,1013.0,7.0,3.0,17.9,22.2,yes
2944,6,Cool temperate,11.0,15.4,3.8,,,S,46.0,ESE,ESE,22.0,26.0,88.0,68.0,1030.1,1028.9,,,13.7,14.4,yes
2945,2,High humidity summer warm winter,22.7,32.3,0.0,8.0,9.5,ENE,39.0,SE,ENE,13.0,28.0,57.0,56.0,1013.9,1010.1,1.0,6.0,29.4,30.2,no
2946,3,Cool temperate,9.1,24.3,0.0,,,SSE,35.0,SSE,S,19.0,9.0,64.0,37.0,1018.3,1017.0,1.0,5.0,13.4,22.6,no
2947,2,Hot dry summer cool winter,25.6,43.1,0.0,,,N,31.0,N,SSW,20.0,11.0,26.0,13.0,1011.8,1008.5,,,33.1,42.1,no
2948,6,Warm temperate,12.1,18.9,0.0,,,W,30.0,W,SSE,11.0,13.0,44.0,47.0,1019.7,1018.6,,,16.4,18.0,no
2949,5,Cool temperate,3.9,16.5,0.0,,,NW,35.0,NNE,NW,9.0,19.0,65.0,43.0,1020.0,1015.7,,,9.0,15.8,no
2950,8,Cool temperate,8.2,14.4,0.0,3.0,2.4,NW,61.0,NNW,NW,19.0,24.0,73.0,58.0,988.8,980.2,8.0,4.0,11.3,13.4,no
2951,7,Cool temperate,13.4,22.9,0.2,,,S,35.0,S,SE,13.0,19.0,69.0,60.0,1028.6,1026.7,,,18.8,21.6,no
2952,7,Cool temperate,0.7,10.0,0.0,,,NW,48.0,NW,W,28.0,28.0,76.0,57.0,1018.4,1017.6,,7.0,5.4,7.9,no
2953,10,Mild temperate,12.6,18.5,3.8,,,S,37.0,WSW,SW,15.0,15.0,69.0,59.0,1020.9,1021.8,,,14.8,18.0,yes
2954,7,Mild temperate,9.2,14.9,0.0,2.6,4.5,N,85.0,N,N,50.0,44.0,67.0,49.0,1011.0,1006.0,7.0,4.0,11.1,14.3,no
2955,11,High humidity summer warm winter,20.1,29.8,0.0,7.0,8.5,E,31.0,SSE,E,15.0,24.0,64.0,55.0,1012.1,1009.9,7.0,8.0,26.4,28.5,no
2956,7,Cool temperate,4.1,15.8,0.0,1.0,5.3,NNW,39.0,NNW,WNW,13.0,4.0,82.0,61.0,1017.2,1015.2,3.0,5.0,7.7,13.8,no
2957,2,Cool temperate,16.3,32.0,0.0,,,SE,46.0,SSE,SW,11.0,19.0,79.0,36.0,1012.0,1009.9,7.0,,20.1,31.0,no
2958,1,Warm temperate,22.0,41.9,0.0,14.8,12.7,NNW,54.0,N,NNE,9.0,15.0,19.0,9.0,1011.4,1008.6,2.0,3.0,34.4,40.4,no
2959,8,Mild temperate,6.8,17.2,0.2,,,W,59.0,NNE,N,13.0,20.0,73.0,63.0,1012.0,1004.9,,,10.8,15.7,no
2960,9,Mild temperate,8.4,13.6,2.6,0.8,0.6,S,43.0,S,SSW,24.0,28.0,87.0,86.0,1017.6,1021.2,7.0,7.0,12.7,11.3,yes
2961,12,Hot dry summer cool winter,15.6,26.6,1.0,16.2,11.5,WNW,52.0,SSW,SW,22.0,24.0,58.0,22.0,1010.5,1011.7,7.0,1.0,17.4,24.1,yes
2962,9,Warm humid summer mild winter,10.3,19.6,0.0,,,SW,50.0,SW,SSW,31.0,33.0,47.0,45.0,1022.3,1020.0,1.0,8.0,15.7,17.6,no
2963,7,Cool temperate,0.3,8.0,4.8,,,NW,35.0,ESE,SSW,9.0,7.0,99.0,97.0,1012.4,1007.7,8.0,8.0,4.6,7.9,yes
2964,7,Mild temperate,-1.5,14.2,0.0,,,WNW,19.0,NW,,11.0,0.0,94.0,58.0,1033.2,1030.7,,,2.3,12.7,no
2965,11,Cool temperate,12.5,20.5,15.0,,,NW,70.0,NNW,NW,28.0,31.0,91.0,71.0,999.3,997.8,,,12.9,15.6,yes
2966,7,High humidity summer warm winter,11.8,24.9,0.0,6.8,10.4,ENE,35.0,SSE,ENE,20.0,24.0,59.0,49.0,1020.5,1016.3,2.0,1.0,20.5,23.3,no
2967,11,Mild temperate,8.5,21.0,0.2,6.2,8.6,ESE,33.0,W,E,13.0,22.0,68.0,48.0,1024.2,1020.7,1.0,5.0,15.3,20.2,no
2968,3,Mild temperate,17.5,22.6,0.0,14.2,7.3,SW,48.0,W,WSW,20.0,22.0,69.0,48.0,1010.8,1012.6,,,18.1,20.9,no
2969,9,Mild temperate,8.5,14.6,12.8,,,W,72.0,W,NW,35.0,31.0,86.0,84.0,1005.3,1005.6,,,9.6,9.8,yes
2970,6,Hot dry summer warm winter,6.6,18.9,0.0,,,E,46.0,ESE,ESE,20.0,24.0,65.0,29.0,1032.2,1028.8,,,9.8,17.7,no
2971,3,Hot dry summer cool winter,10.6,26.3,0.0,5.8,11.2,SW,28.0,,WNW,0.0,9.0,69.0,31.0,1018.9,1015.2,0.0,1.0,15.4,24.7,no
2972,3,Cool temperate,11.9,22.0,0.0,1.0,,W,35.0,SSW,SSW,15.0,13.0,66.0,38.0,1016.1,1014.2,7.0,1.0,13.3,20.2,no
2973,6,Warm temperate,13.3,18.9,0.4,1.8,6.5,SE,37.0,SE,ESE,11.0,11.0,85.0,65.0,1019.2,1019.4,6.0,6.0,15.1,18.0,no
2974,1,Warm temperate,18.4,40.6,0.0,,,SSE,39.0,ENE,S,11.0,20.0,35.0,23.0,1010.8,1007.9,,,31.3,37.5,no
2975,8,Warm temperate,7.8,13.2,17.6,0.8,,SW,61.0,SW,SW,20.0,28.0,76.0,47.0,1012.5,1014.7,,,8.3,12.5,yes
2976,1,Mild temperate,15.4,39.0,0.0,8.0,,NNW,44.0,NE,NW,4.0,19.0,60.0,19.0,1013.7,1008.8,,,22.7,38.5,no
2977,6,Mild temperate,12.6,19.1,0.0,,,SSE,43.0,NW,WNW,11.0,13.0,83.0,65.0,1020.8,1019.1,,,14.8,18.0,no
2978,1,Mild temperate,17.8,31.1,0.0,,,NNE,46.0,NNE,NW,17.0,6.0,45.0,66.0,1008.1,1009.7,,,28.9,27.6,no
2979,12,Warm temperate,8.5,28.2,0.0,3.8,11.2,W,37.0,S,ESE,6.0,9.0,69.0,30.0,1010.6,1009.1,3.0,3.0,18.0,26.9,no
2980,8,Warm temperate,5.8,21.8,0.0,,,,,NW,,9.0,0.0,62.0,40.0,,,0.0,0.0,12.8,20.6,no
2981,7,Cool temperate,-1.6,10.8,0.0,,,WNW,11.0,,WNW,0.0,6.0,96.0,68.0,1022.9,1019.3,,,2.2,10.1,no
2982,7,Warm temperate,1.2,18.7,0.0,0.8,9.4,NE,17.0,ESE,NW,9.0,4.0,75.0,36.0,1028.3,1025.4,0.0,1.0,8.0,18.2,no
2983,8,Cool temperate,4.9,8.4,0.0,,,NW,69.0,WNW,NW,30.0,24.0,62.0,79.0,1009.4,1009.4,4.0,2.0,5.2,5.3,no
2984,4,Mild temperate,13.9,22.9,7.2,,,NNE,24.0,,S,0.0,6.0,100.0,79.0,1015.7,1013.3,,,16.9,20.9,yes
2985,2,Cool temperate,18.9,31.7,0.0,,,NNE,33.0,NNW,NNE,9.0,26.0,55.0,59.0,1012.3,1008.9,,,25.9,29.7,no
2986,6,Warm temperate,10.3,21.3,0.0,,,W,48.0,WSW,W,24.0,13.0,56.0,40.0,1010.5,1009.4,,3.0,15.1,20.9,no
2987,4,High humidity summer warm winter,21.9,28.4,53.4,6.4,5.3,SE,52.0,SSE,SSE,20.0,28.0,87.0,74.0,1017.1,1014.9,5.0,7.0,24.3,26.3,yes
2988,5,Mild temperate,11.9,21.5,0.0,,,,,N,W,15.0,4.0,81.0,60.0,1027.0,1025.1,1.0,7.0,15.0,20.0,no
2989,1,Warm humid summer mild winter,23.3,24.0,36.2,,,SSW,54.0,SSE,SSW,15.0,26.0,95.0,95.0,1011.0,1014.5,8.0,8.0,23.9,21.4,yes
2990,3,Warm temperate,18.3,22.9,0.2,,,S,35.0,SSW,SSE,15.0,20.0,80.0,77.0,1019.4,1016.0,8.0,,20.2,22.3,no
2991,6,Warm humid summer mild winter,13.2,20.3,13.0,1.0,,SE,35.0,ESE,ESE,20.0,19.0,51.0,63.0,1020.1,1018.7,7.0,7.0,20.0,18.8,yes
2992,6,Warm temperate,11.5,20.0,0.0,,,,,SW,,19.0,,76.0,,,,1.0,,13.8,,no
2993,10,Warm temperate,6.8,22.5,0.0,,,,,,,0.0,,55.0,,,,0.0,,14.8,,no
2994,4,Warm temperate,17.5,23.8,56.0,,3.3,ENE,31.0,ENE,E,2.0,13.0,92.0,82.0,1019.7,1016.2,,,19.5,21.5,yes
2995,5,Hot dry summer cool winter,9.1,14.0,1.4,,,SW,50.0,NW,W,19.0,17.0,90.0,76.0,1010.7,1009.9,7.0,8.0,9.4,12.2,yes
2996,8,High humidity summer warm winter,19.3,32.4,0.0,6.4,11.0,ENE,41.0,ENE,N,26.0,26.0,65.0,39.0,1017.0,1012.9,3.0,1.0,24.1,30.2,no
2997,4,Mild temperate,10.9,26.9,0.0,3.6,8.2,NNW,28.0,N,NW,7.0,15.0,100.0,48.0,1017.3,1014.7,,,14.9,26.3,no
2998,4,Warm temperate,16.8,23.3,4.0,,,,,,SE,0.0,37.0,88.0,66.0,,,6.0,7.0,19.3,20.3,yes
2999,1,Warm humid summer mild winter,20.1,33.0,7.0,,,NE,50.0,NW,NE,19.0,31.0,61.0,70.0,1005.0,1002.5,,,27.9,30.2,yes
3000,8,Hot dry summer cool winter,13.3,27.8,0.0,6.2,,NNW,39.0,NNE,WNW,24.0,26.0,41.0,19.0,1019.7,1017.0,1.0,7.0,18.6,26.4,no
3001,5,Hot dry summer cool winter,9.1,18.5,0.2,1.0,4.3,SW,35.0,W,WSW,15.0,19.0,95.0,67.0,1018.2,1015.9,7.0,4.0,11.7,18.3,no
3002,11,Hot dry summer cool winter,14.2,35.4,0.0,,,NNW,76.0,SSE,WNW,7.0,33.0,56.0,13.0,1008.3,1002.8,,1.0,23.1,31.9,no
3003,12,Cool temperate,11.9,26.1,0.0,,,SSE,39.0,ESE,SE,13.0,19.0,63.0,36.0,,,5.0,8.0,19.3,25.4,no
3004,3,Cool temperate,8.7,29.7,0.0,,,W,43.0,,WNW,0.0,30.0,81.0,21.0,1012.6,1010.6,,,15.1,28.9,no
3005,2,Hot dry summer cool winter,19.1,32.2,0.8,7.4,3.3,ESE,31.0,SSE,SW,7.0,15.0,88.0,38.0,1013.0,1011.3,7.0,7.0,20.0,29.1,no
3006,3,High humidity summer warm winter,23.4,26.3,39.6,6.0,0.1,ENE,46.0,SE,ENE,15.0,17.0,90.0,88.0,1010.3,1006.6,8.0,8.0,25.7,25.9,yes
3007,5,Warm temperate,10.9,22.7,0.0,3.8,9.4,NW,24.0,NNW,E,13.0,13.0,75.0,57.0,1028.4,1024.3,0.0,2.0,15.1,21.7,no
3008,11,Mild temperate,9.0,21.3,0.0,,,SE,43.0,NNE,ESE,17.0,22.0,58.0,59.0,1023.0,1020.6,,,16.7,19.2,no
3009,10,Hot dry summer cool winter,17.0,33.7,1.2,7.2,,N,57.0,N,W,13.0,20.0,36.0,18.0,1016.7,1013.3,1.0,2.0,24.4,32.4,yes
3010,3,High humidity summer warm winter,20.3,30.8,0.0,6.4,10.9,NE,37.0,SE,NE,17.0,28.0,58.0,57.0,1014.5,1010.6,1.0,2.0,26.9,29.2,no
3011,6,Mild temperate,6.4,14.8,5.6,2.2,2.6,WSW,72.0,NNW,WNW,22.0,30.0,93.0,88.0,1013.0,1009.9,6.0,8.0,8.8,13.5,yes
3012,5,Warm temperate,12.3,18.6,4.0,1.6,2.1,NNW,17.0,N,ESE,11.0,2.0,91.0,60.0,1017.4,1015.0,8.0,7.0,13.3,17.2,yes
3013,7,Cool temperate,-3.7,-0.7,4.8,,,W,44.0,WSW,WNW,13.0,11.0,98.0,98.0,,,,,-3.2,-2.7,yes
3014,5,Mild temperate,12.2,17.2,1.8,,1.6,,,SE,SE,11.0,9.0,94.0,77.0,1025.0,1021.4,8.0,8.0,14.2,16.4,yes
3015,10,Warm temperate,16.2,32.9,0.0,5.8,12.6,NE,44.0,WNW,W,13.0,19.0,62.0,17.0,1015.5,1011.3,2.0,3.0,21.2,30.1,no
3016,5,Mild temperate,10.1,17.8,0.0,1.4,4.1,N,65.0,N,N,33.0,30.0,84.0,61.0,1017.7,1012.1,7.0,7.0,12.6,16.2,no
3017,9,Warm temperate,12.6,16.6,10.0,,,SW,17.0,SSW,WSW,4.0,2.0,100.0,100.0,1011.7,1006.0,,,13.4,14.6,yes
3018,3,Cool temperate,9.9,26.4,0.0,,,N,44.0,ESE,N,9.0,20.0,68.0,35.0,1015.2,1011.7,,,14.7,25.0,no
3019,1,High humidity summer warm winter,24.4,34.1,0.4,9.4,9.6,ESE,43.0,SSE,ENE,13.0,24.0,71.0,59.0,1009.2,1007.6,5.0,5.0,29.0,32.7,no
3020,8,Hot dry summer cool winter,3.4,11.4,5.0,3.2,7.2,SW,33.0,W,S,6.0,13.0,100.0,58.0,1030.7,1029.9,7.0,2.0,6.3,9.6,yes
3021,4,Warm temperate,14.7,23.9,0.0,,,SE,20.0,SSW,E,9.0,9.0,73.0,58.0,,,,,19.1,22.2,no
3022,7,Warm temperate,4.4,17.2,0.0,2.8,8.2,WNW,56.0,WNW,WNW,13.0,30.0,71.0,44.0,1008.4,1005.2,1.0,2.0,12.7,15.5,no
3023,11,Warm temperate,14.7,22.8,8.0,3.2,,NW,31.0,W,WSW,17.0,15.0,64.0,46.0,1011.9,1011.6,,,17.7,21.0,yes
3024,6,Hot dry summer cool winter,6.4,13.3,0.0,0.6,4.0,SE,17.0,SSE,WNW,2.0,9.0,78.0,55.0,1033.3,1030.6,7.0,7.0,9.5,13.1,no
3025,9,Hot dry summer cool winter,5.3,21.3,0.4,4.4,10.8,NW,24.0,ENE,NNW,13.0,11.0,70.0,28.0,1023.9,1019.0,0.0,0.0,12.1,20.4,no
3026,1,Mild temperate,15.6,30.4,0.0,8.0,13.2,ESE,48.0,ESE,SE,26.0,20.0,70.0,46.0,1017.2,1012.9,,,18.5,28.6,no
3027,10,Hot dry summer warm winter,10.4,19.4,2.8,7.0,10.3,WSW,56.0,SW,W,35.0,26.0,39.0,18.0,1013.7,1012.6,1.0,5.0,14.4,17.7,yes
3028,3,Hot dry summer cool winter,16.4,31.0,0.0,5.0,,ESE,37.0,ESE,E,9.0,19.0,69.0,22.0,1019.0,1016.3,0.0,1.0,21.2,30.7,no
3029,2,Mild temperate,13.3,23.6,0.0,9.2,11.8,SSW,43.0,SW,SSE,24.0,24.0,58.0,48.0,1021.0,1021.1,6.0,5.0,15.7,21.9,no
3030,3,Hot dry summer cool winter,17.3,31.5,0.0,9.4,0.4,SW,39.0,SW,N,11.0,13.0,62.0,35.0,1019.2,1016.5,7.0,7.0,20.6,29.5,no
3031,4,Mild temperate,11.0,20.7,0.4,1.6,8.5,E,41.0,E,E,6.0,30.0,87.0,66.0,1028.6,1026.4,7.0,1.0,16.8,19.9,no
3032,7,Cool temperate,4.1,10.6,0.2,,,SW,52.0,SSE,S,13.0,19.0,58.0,43.0,1015.5,1016.6,,,5.7,10.2,no
3033,10,Cool temperate,3.6,15.9,0.0,,,ESE,35.0,SSE,E,20.0,20.0,88.0,49.0,1023.3,1023.2,,,8.2,15.3,no
3034,1,Warm temperate,21.2,27.6,0.0,8.2,12.9,ENE,33.0,WSW,E,6.0,22.0,67.0,63.0,1008.6,1005.8,3.0,2.0,24.7,26.6,no
3035,6,Hot dry summer warm winter,12.4,20.7,2.2,1.8,4.8,NW,30.0,NE,W,17.0,17.0,87.0,66.0,1020.9,1016.3,7.0,5.0,15.9,19.0,yes
3036,8,Warm temperate,11.2,19.5,0.0,9.4,10.1,W,57.0,WSW,W,26.0,33.0,68.0,30.0,1010.5,1009.7,1.0,3.0,14.8,18.9,no
3037,12,Warm temperate,17.5,20.4,31.0,,,SE,41.0,SW,SE,9.0,13.0,92.0,88.0,1019.3,1018.4,8.0,8.0,18.5,19.8,yes
3038,9,Warm temperate,4.6,28.7,0.0,,,SW,54.0,NE,S,2.0,6.0,84.0,35.0,1018.5,1012.0,,,14.5,25.3,no
3039,12,Hot dry summer warm winter,15.7,30.8,0.0,11.4,13.5,ESE,43.0,ESE,SW,20.0,13.0,49.0,26.0,1009.0,1006.4,1.0,1.0,22.9,29.3,no
3040,8,Warm temperate,-1.5,11.7,1.6,2.8,6.1,SW,13.0,NE,SSE,6.0,6.0,80.0,51.0,1032.7,1030.8,3.0,6.0,4.3,10.4,yes
3041,5,Mild temperate,3.0,16.2,0.0,,,ESE,24.0,,SE,0.0,19.0,99.0,72.0,1023.0,1019.2,,,4.5,15.3,no
3042,7,Warm temperate,15.3,18.3,1.6,2.4,5.2,SSW,39.0,SSE,S,17.0,22.0,83.0,79.0,1012.5,1012.2,7.0,4.0,16.1,16.3,yes
3043,10,Mild temperate,6.2,14.9,0.4,2.0,7.6,SSW,31.0,S,S,20.0,22.0,77.0,70.0,1020.1,1018.7,,,12.9,13.4,no
3044,5,Cool temperate,5.5,20.7,0.0,,,NE,28.0,SE,NNE,11.0,17.0,83.0,40.0,1016.2,1013.8,2.0,1.0,9.4,20.1,no
3045,12,Warm temperate,16.5,25.0,5.4,12.6,10.9,WSW,35.0,WSW,SSW,11.0,11.0,61.0,45.0,1012.1,1011.8,,,19.3,23.7,yes
3046,5,Cool temperate,-1.7,16.3,0.0,2.0,6.8,WNW,26.0,NW,NNW,4.0,15.0,81.0,47.0,1019.6,1015.4,1.0,1.0,6.7,15.5,no
3047,3,Hot dry summer warm winter,15.3,28.9,0.0,8.0,8.1,NE,44.0,ESE,NNE,15.0,20.0,58.0,41.0,1022.6,1018.9,1.0,5.0,21.2,27.7,no
3048,5,Mild temperate,10.9,20.1,0.0,,,NNE,28.0,ENE,E,11.0,9.0,80.0,61.0,1023.7,1019.5,,,13.2,19.3,no
3049,7,Mild temperate,8.8,16.8,2.2,,,WNW,39.0,NNW,WNW,17.0,19.0,96.0,65.0,1022.0,1018.9,,,11.1,16.2,yes
3050,6,Hot dry summer cool winter,0.9,9.2,0.0,0.8,1.2,ENE,15.0,,E,0.0,9.0,95.0,69.0,1034.6,1033.0,7.0,7.0,4.5,8.6,no
3051,2,Cool temperate,19.3,41.6,0.0,,,WNW,50.0,ENE,WSW,4.0,28.0,50.0,20.0,1009.0,1005.0,,,27.5,39.3,no
3052,3,Warm temperate,26.1,38.2,0.0,24.0,11.3,WSW,50.0,NNE,NW,13.0,30.0,25.0,18.0,1011.6,1008.0,,,31.6,37.2,no
3053,2,Warm temperate,19.1,28.9,0.0,8.6,12.2,SW,43.0,S,SW,13.0,20.0,53.0,61.0,1012.8,1012.4,1.0,6.0,24.4,26.3,no
3054,5,Mild temperate,9.9,17.5,6.4,,,SSW,20.0,NW,SSW,7.0,9.0,100.0,69.0,1029.5,1028.2,,,13.6,16.5,yes
3055,2,High humidity summer warm winter,19.6,34.5,0.0,7.4,,ESE,33.0,SSE,SE,9.0,13.0,82.0,45.0,1009.7,1006.3,2.0,4.0,25.0,34.1,no
3056,3,Mild temperate,16.3,20.9,15.0,3.4,,SE,26.0,SSW,SSE,13.0,17.0,80.0,71.0,1023.4,1023.1,,,19.0,19.9,yes
3057,3,Warm temperate,11.3,26.4,0.0,,,SSE,39.0,SE,S,7.0,24.0,69.0,50.0,1020.5,1018.9,,,20.2,24.5,no
3058,1,Hot dry summer cool winter,22.4,39.3,0.0,10.4,,N,28.0,N,NE,17.0,7.0,45.0,26.0,1011.7,1009.0,1.0,5.0,30.2,37.2,no
3059,1,Mild temperate,18.7,27.0,1.0,8.3,,ENE,26.0,SW,SE,6.0,4.0,83.0,64.0,1019.2,1016.7,,,20.6,25.6,yes
3060,7,Warm temperate,0.6,10.5,0.0,1.4,6.9,NNE,35.0,NE,NNE,7.0,17.0,76.0,58.0,1025.1,1022.4,7.0,7.0,5.7,9.7,no
3061,3,Hot dry summer warm winter,17.3,35.4,0.0,13.2,11.9,E,43.0,E,ESE,24.0,19.0,41.0,19.0,1006.6,1002.6,1.0,1.0,26.2,33.6,no
3062,2,Warm temperate,20.7,28.4,0.0,10.4,9.6,E,26.0,WSW,E,6.0,20.0,65.0,58.0,1015.8,1014.2,3.0,7.0,24.6,26.7,no
3063,3,Warm temperate,20.8,27.2,4.2,8.4,8.5,ENE,37.0,SSE,ESE,7.0,20.0,87.0,67.0,1016.6,1014.0,4.0,5.0,23.0,24.3,yes
3064,9,High humidity summer warm winter,22.1,33.0,0.0,7.4,11.0,NW,37.0,NE,NNW,15.0,26.0,64.0,55.0,1017.3,1013.2,1.0,1.0,27.5,30.9,no
